n_families,s_min,s_max,e_min,e_max,bbox_area,mean_nearest_neighbor_distance,mean_pairwise_distance,density,perm
21,0,36,4,46,1591,4.974831429289492,22.71605594537226,0.013199245757385292,348
21,0,34,8,49,1470,4.258428146628544,19.587857046253742,0.014285714285714285,349
21,0,32,4,45,1386,4.675905123113587,21.642128085244753,0.015151515151515152,350
21,4,31,4,49,1288,5.104267290737178,18.083430142947297,0.016304347826086956,351
21,0,36,7,41,1295,3.6303637770232045,19.47332598859601,0.016216216216216217,352
21,2,34,15,50,1188,3.6463918321449733,18.243336104344273,0.017676767676767676,353
21,2,36,16,51,1260,4.244109648077854,19.18367781162497,0.016666666666666666,354
21,3,36,18,52,1190,4.22973711788308,17.410568514617196,0.01764705882352941,355
21,0,27,7,52,1288,4.443380241935254,17.27615634392769,0.016304347826086956,356
21,1,35,5,50,1610,4.318292424762402,21.35131372988436,0.013043478260869565,357
21,0,35,4,51,1728,5.3775864609763895,22.655353072407266,0.012152777777777778,358
21,2,35,14,47,1156,2.8262410265616116,18.282227202500167,0.018166089965397925,359
21,0,36,3,50,1776,5.218133126937867,22.025193271459493,0.011824324324324325,360
21,3,34,0,50,1632,5.073530056495512,21.827137781117504,0.012867647058823529,361
21,2,37,10,47,1368,4.0947877888093664,18.164625697030658,0.015350877192982455,362
21,0,38,19,51,1287,3.9255172171765,17.55056656196752,0.016317016317016316,363
21,3,37,9,50,1470,5.035568237534994,21.3624803496923,0.014285714285714285,364
21,1,33,12,49,1254,3.533157166892403,19.611118060161836,0.01674641148325359,365
21,1,36,7,52,1656,4.593446913512087,20.057448857256652,0.012681159420289856,366
21,0,32,4,50,1551,4.761501170545024,18.670552088937267,0.013539651837524178,367
21,1,31,9,49,1271,4.329531908078288,18.255387357053998,0.016522423288749016,368
21,0,37,6,50,1710,5.198005759451549,18.657290567373128,0.012280701754385965,369
21,0,35,6,45,1440,4.348926343546967,21.58425494930702,0.014583333333333334,370
21,4,34,20,43,744,3.3675796529869046,16.29368048006108,0.028225806451612902,371
21,2,37,9,51,1548,4.484007139970587,18.63916589150162,0.013565891472868217,372
21,5,31,12,48,999,4.536371863316903,17.28523163256608,0.021021021021021023,373
21,2,37,8,49,1512,4.7167209151305185,20.30703677874618,0.013888888888888888,374
21,9,34,30,52,598,2.643580868947942,12.022649677912655,0.03511705685618729,375
21,4,30,14,50,999,4.081007811768508,16.67682391007755,0.021021021021021023,376
21,0,36,0,52,1961,4.047359215158438,21.839799989119278,0.010708822029576747,377
21,0,33,6,50,1530,3.850152164651185,20.537282733440918,0.013725490196078431,378
21,0,38,3,51,1911,4.689855969825653,21.641173322086892,0.01098901098901099,379
21,1,36,10,49,1440,4.799103075796185,20.043850493583218,0.014583333333333334,380
21,0,36,1,48,1776,5.302516904156945,20.11743095435066,0.011824324324324325,381
21,2,39,9,49,1558,5.484015417668505,21.162092495155644,0.013478818998716302,382
21,0,33,1,46,1564,4.321978150448372,17.240764619822365,0.013427109974424553,383
21,2,35,11,48,1292,4.983971936928418,17.66198679279429,0.016253869969040248,384
21,0,37,19,45,1026,4.492033301594948,16.735928185011833,0.02046783625730994,385
21,1,31,11,48,1178,4.104615278252629,19.18743590258682,0.017826825127334467,386
21,0,38,5,49,1755,4.711804733121538,20.62884818903797,0.011965811965811967,387
21,0,37,18,50,1254,4.147453835778633,17.44046121164676,0.01674641148325359,388
21,1,31,16,49,1054,4.110295939796747,16.628127850576643,0.019924098671726755,389
21,0,38,4,50,1833,5.477915572105523,20.141537126873217,0.011456628477905073,390
21,2,38,14,52,1443,4.573292088162065,18.674167159355324,0.014553014553014554,391
21,0,36,9,52,1628,4.875065225064797,17.799527826663827,0.012899262899262898,392
21,0,28,11,48,1102,3.24525693805891,16.849668484501866,0.019056261343012703,393
21,4,32,20,52,957,4.399508200281833,16.402619749409148,0.0219435736677116,394
21,5,33,6,51,1334,3.438527265285102,18.344246397677548,0.015742128935532233,395
21,0,34,9,42,1190,4.318257244010975,16.505402163284487,0.01764705882352941,396
21,3,37,18,46,1015,4.383170503779325,16.644000660440444,0.020689655172413793,397
21,1,36,12,48,1332,4.301101136581629,17.236508195341717,0.015765765765765764,398
21,1,36,10,50,1476,4.3973607295354755,19.818856445732177,0.014227642276422764,399
21,0,29,13,52,1200,4.627245290979759,19.839955649133984,0.0175,400
21,1,33,4,51,1584,4.6225320519063064,19.672248029119586,0.013257575757575758,401
21,1,30,13,50,1140,3.520876638210233,19.135111168096202,0.018421052631578946,402
21,1,38,10,46,1406,4.338025172083694,17.526331992119164,0.014935988620199146,403
21,1,37,10,50,1517,3.7617781569445907,18.940946146969218,0.013843111404087014,404
21,4,35,17,49,1056,4.600490666068542,16.33550569845521,0.019886363636363636,405
21,0,37,11,52,1596,5.636563487865042,19.653618980822333,0.013157894736842105,406
21,2,37,5,52,1728,4.529079124826564,20.050393795982234,0.012152777777777778,407
21,1,37,4,52,1813,5.281108879633787,22.424669706820676,0.011583011583011582,408
21,3,37,5,46,1470,4.959807363083799,18.67778753215508,0.014285714285714285,409
21,5,32,15,52,1064,4.341142396963712,16.364138725739174,0.019736842105263157,410
21,4,36,12,49,1254,5.190796765284089,16.565447149424617,0.01674641148325359,411
21,1,38,11,47,1406,4.784575372835527,18.822511326824944,0.014935988620199146,412
21,0,37,19,50,1216,3.6389854132479824,17.662085829968216,0.017269736842105265,413
21,0,36,1,50,1850,4.803450202957589,20.55516615705564,0.011351351351351352,414
21,2,37,13,50,1368,3.814966942003626,19.40811799223456,0.015350877192982455,415
21,5,36,23,49,864,4.13575761451308,15.827948307983492,0.024305555555555556,416
21,0,33,13,46,1156,4.290812693093221,18.45041876512118,0.018166089965397925,417
21,2,35,6,46,1394,5.195549987584738,19.97001115445498,0.015064562410329985,418
21,2,37,16,51,1296,4.675266624995666,19.139570684315864,0.016203703703703703,419
21,0,35,11,52,1512,5.3795921589966085,19.545870953107073,0.013888888888888888,420
21,2,36,12,49,1330,3.9298435258400315,16.27642059258258,0.015789473684210527,421
21,1,34,15,50,1224,3.958874609910475,18.776415822470597,0.01715686274509804,422
21,1,35,5,52,1680,5.095305610917594,20.000594362072036,0.0125,423
21,0,38,9,51,1677,5.913242580841917,19.38270308939789,0.012522361359570662,424
21,1,34,14,51,1292,4.323999870846076,19.120372189330013,0.016253869969040248,425
21,1,36,6,49,1584,5.4328069927016145,19.36866838355387,0.013257575757575758,426
21,0,35,6,51,1656,4.496148398811793,19.31827524969179,0.012681159420289856,427
21,1,34,10,42,1122,3.224739607550176,15.71181953577164,0.01871657754010695,428
21,0,34,4,52,1715,5.402414086630957,20.26523705458531,0.012244897959183673,429
21,0,35,5,49,1620,5.544530607766053,19.795547009848992,0.012962962962962963,430
21,3,35,20,51,1056,3.8626310096866754,17.879149695351988,0.019886363636363636,431
21,0,36,2,50,1813,3.04559590308816,19.39741196547746,0.011583011583011582,432
21,4,34,19,50,992,4.18486269047567,16.933739307361577,0.021169354838709676,433
21,1,37,5,46,1554,4.141700039695236,22.70275530112122,0.013513513513513514,434
21,0,37,0,44,1710,4.446174827222268,18.48566987499081,0.012280701754385965,435
21,2,37,10,52,1548,4.373881708700992,21.394833240851447,0.013565891472868217,436
21,3,34,9,50,1344,4.625417581285315,17.738366046530047,0.015625,437
21,1,35,6,47,1470,4.446908028287725,19.247502912905023,0.014285714285714285,438
21,0,35,5,47,1548,3.611977569558998,19.04250240877819,0.013565891472868217,439
21,2,30,20,52,957,3.5482133601026242,14.899897125012705,0.0219435736677116,440
21,1,35,10,51,1470,4.124167537348242,19.12951038059519,0.014285714285714285,441
21,0,34,3,52,1750,4.048227701410632,19.608083043142567,0.012,442
21,0,38,11,50,1560,4.719584389501444,21.99875522190593,0.013461538461538462,443
21,3,37,18,49,1120,4.7883641730874995,19.022092818989012,0.01875,444
21,6,34,8,48,1189,4.6978828388773035,17.432956531986786,0.017661900756938603,445
21,1,36,0,47,1728,3.996980421444586,20.96103763697719,0.012152777777777778,446
21,2,35,11,51,1394,4.2163694410218735,17.225997121575382,0.015064562410329985,447
21,2,32,6,50,1395,4.874155266639783,19.267962380302244,0.015053763440860216,448
21,1,35,19,51,1155,3.0940970675894084,17.94192725386797,0.01818181818181818,449
21,2,36,10,49,1400,4.720740582605397,18.576618086019128,0.015,450
21,3,36,20,51,1088,4.741841722905578,16.468919412360368,0.019301470588235295,451
21,0,31,15,50,1152,4.130916777188237,16.013781681754818,0.018229166666666668,452
21,7,34,18,48,868,3.8075062146029843,13.82412572505135,0.024193548387096774,453
21,4,38,3,49,1645,4.659529148404805,20.220818584244267,0.01276595744680851,454
21,0,35,7,50,1584,4.7867701868148345,21.45153439186233,0.013257575757575758,455
21,0,33,9,43,1190,5.142101584791991,18.05846382490505,0.01764705882352941,456
21,0,32,9,46,1254,4.144233639779973,16.83020100044998,0.01674641148325359,457
21,0,31,3,50,1536,5.063788823030634,19.069795815806238,0.013671875,458
21,2,30,9,47,1131,4.408689767858981,17.369964670185865,0.01856763925729443,459
21,0,39,2,47,1840,5.382213835074281,19.500996915827287,0.01141304347826087,460
21,2,33,5,50,1472,4.853663778354722,19.383541233435487,0.014266304347826086,461
21,0,36,17,43,999,4.156842433268087,17.375744642743122,0.021021021021021023,462
21,0,36,0,52,1961,3.89652408471085,24.38640957379924,0.010708822029576747,463
21,0,34,14,48,1225,3.546439583045575,19.22388370387406,0.017142857142857144,464
21,0,36,10,52,1591,4.6531462573101265,21.813806923542952,0.013199245757385292,465
21,0,38,16,48,1287,4.502700984896191,17.996621418072703,0.016317016317016316,466
21,2,34,12,51,1320,4.345003954511957,19.58807037104211,0.015909090909090907,467
21,3,32,20,49,900,3.93462136776353,15.207555545328939,0.023333333333333334,468
21,1,36,7,49,1548,5.241694129994608,19.343034926054244,0.013565891472868217,469
21,0,36,12,51,1480,4.068299858583497,20.596341407767266,0.01418918918918919,470
21,4,36,15,46,1056,3.632593749413277,16.977452195408265,0.019886363636363636,471
21,3,36,10,50,1394,4.674677077787269,19.434219502551063,0.015064562410329985,472
21,1,37,11,50,1480,3.32415745320461,19.20710514103951,0.01418918918918919,473
21,4,31,13,51,1092,4.605118636198568,17.251183767368623,0.019230769230769232,474
21,4,36,22,52,1023,3.940368238000465,17.27139866311453,0.020527859237536656,475
21,0,38,8,51,1716,5.636036626725085,18.365452199266898,0.012237762237762238,476
21,1,34,10,52,1462,4.240910269666547,18.869032721977597,0.014363885088919288,477
21,0,29,4,50,1410,3.614388559078102,15.902119198828526,0.014893617021276596,478
21,1,38,13,46,1292,3.7719487157298666,19.449275275596424,0.016253869969040248,479
21,0,38,8,45,1482,4.006639194830122,19.322723743643156,0.01417004048582996,480
21,0,37,12,51,1520,6.188692988151329,19.733388216568443,0.01381578947368421,481
21,1,33,5,42,1254,3.5002172100159896,18.85480543083062,0.01674641148325359,482
21,0,34,17,51,1225,4.228660480621706,19.88313812052927,0.017142857142857144,483
21,0,34,1,48,1680,4.355634560666817,17.010269484010127,0.0125,484
21,2,36,15,51,1295,5.043351961580167,17.980491311351827,0.016216216216216217,485
21,5,35,9,47,1209,4.189657635484868,19.567450830521263,0.017369727047146403,486
21,4,32,16,50,1015,4.229241162038634,16.599567757059337,0.020689655172413793,487
21,5,38,12,52,1394,5.357290535961395,18.832902368738477,0.015064562410329985,488
21,5,34,7,50,1320,3.099458014328779,20.272208708843202,0.015909090909090907,489
21,0,37,3,45,1634,5.327321914712082,17.19919322114076,0.012851897184822521,490
21,0,36,8,52,1665,4.416531442546498,17.10559418736946,0.012612612612612612,491
21,4,37,21,51,1054,4.106254111728804,16.963783949413628,0.019924098671726755,492
21,0,38,12,48,1443,4.725762618159212,20.950632339960464,0.014553014553014554,493
21,0,34,17,48,1120,3.906867226912045,17.38863436307041,0.01875,494
21,0,30,12,49,1178,3.8699136308398736,16.38553453982981,0.017826825127334467,495
21,0,35,5,51,1692,4.800509462090829,20.41263019378757,0.012411347517730497,496
21,0,37,3,50,1824,5.66540014160434,22.940829260015192,0.011513157894736841,497
21,3,35,19,51,1089,4.393392969993195,17.39454998846702,0.01928374655647383,498
21,2,30,11,52,1218,4.399807264158832,18.660991328138643,0.017241379310344827,499
21,1,29,5,47,1247,5.4554346701513,20.228776914235528,0.016840417000801924,500
21,2,37,4,49,1656,4.181597876023484,18.779109281945516,0.012681159420289856,501
21,3,34,5,52,1536,4.432871676722071,19.65131119069965,0.013671875,502
21,1,37,14,51,1406,5.153263880364126,17.792644451518424,0.014935988620199146,503
21,1,36,16,50,1260,5.057233736283123,15.607413668722987,0.016666666666666666,504
21,0,34,0,52,1855,5.540970160360662,22.200206403942428,0.011320754716981131,505
21,4,34,12,49,1178,4.095512212911337,16.746886568696443,0.017826825127334467,506
21,3,34,13,49,1184,3.621439075402337,16.722936974844096,0.017736486486486486,507
21,3,34,12,51,1280,4.462446280898061,17.068082864907616,0.01640625,508
21,1,35,7,52,1610,5.273224183327674,20.402611720455493,0.013043478260869565,509
21,1,38,6,50,1710,4.413252354834888,21.13238753466775,0.012280701754385965,510
21,1,34,12,51,1360,4.8751630867800975,20.24735761840851,0.015441176470588236,511
21,3,36,3,45,1462,4.313028426308084,17.590567608861498,0.014363885088919288,512
21,0,38,5,47,1677,5.1486135681260965,17.436889029682362,0.012522361359570662,513
21,3,34,6,49,1408,4.1400288128152045,19.219397428918203,0.014914772727272728,514
21,2,37,21,51,1116,3.355528653502511,16.846821871182467,0.01881720430107527,515
21,1,36,9,52,1584,4.7515377463724295,21.99089992046836,0.013257575757575758,516
21,0,35,3,50,1728,4.467018858959665,20.498421503089784,0.012152777777777778,517
21,0,36,16,52,1369,4.0878560026119635,19.790923914301477,0.015339663988312637,518
21,7,37,13,52,1240,3.6797679160792023,18.552195452344925,0.016935483870967744,519
21,5,34,6,46,1230,4.514649677029608,18.274313083726405,0.01707317073170732,520
21,0,36,18,51,1258,3.957309656384321,17.84164693366175,0.016693163751987282,521
21,0,37,9,47,1482,3.7598193735658434,20.216106258613014,0.01417004048582996,522
21,3,36,19,48,1020,3.25788886616596,17.473395940281023,0.020588235294117647,523
21,2,38,5,49,1665,4.405170002683942,18.796304148576606,0.012612612612612612,524
21,1,39,12,44,1287,4.127163222526781,19.62246514984111,0.016317016317016316,525
21,1,36,7,52,1656,3.940338672651824,20.388647765605402,0.012681159420289856,526
21,1,37,9,44,1332,4.741972743443986,19.93382165497257,0.015765765765765764,527
21,3,32,4,46,1290,4.507621628158952,17.878169628924386,0.01627906976744186,528
21,2,34,13,43,1023,3.6355030136834525,16.608005518445182,0.020527859237536656,529
21,0,38,9,47,1521,4.0201151294345525,19.78290549128044,0.013806706114398421,530
21,1,33,15,52,1254,4.096344726225962,18.955645410697887,0.01674641148325359,531
21,2,35,6,50,1530,5.44381494084206,19.63860356459987,0.013725490196078431,532
21,6,38,5,48,1452,4.477580011010294,21.482766976142642,0.014462809917355372,533
21,2,38,13,51,1443,4.764477030427737,18.302498075291343,0.014553014553014554,534
21,4,35,16,52,1184,3.999760266691456,19.273424880119794,0.017736486486486486,535
21,0,34,11,52,1470,4.812104516495721,20.606763752465,0.014285714285714285,536
21,1,37,5,49,1665,5.4154013990304835,20.011006271033356,0.012612612612612612,537
21,6,34,5,50,1334,4.3517257697531235,18.874995890058234,0.015742128935532233,538
21,4,35,5,48,1408,4.666060980789239,19.406064521440598,0.014914772727272728,539
21,1,35,16,45,1050,3.5537412362522423,15.878558105263888,0.02,540
21,0,36,15,52,1406,4.3921314493316395,20.17805339695311,0.014935988620199146,541
21,3,36,14,47,1156,3.317514869763797,17.739547122037916,0.018166089965397925,542
21,1,34,19,50,1088,4.156173123939262,16.76923911136306,0.019301470588235295,543
21,1,34,6,50,1530,5.403120088238906,20.32048951521511,0.013725490196078431,544
21,1,36,13,50,1368,4.294968361427656,17.791669737493855,0.015350877192982455,545
21,1,31,13,50,1178,3.7160080008252825,18.605599298959113,0.017826825127334467,546
21,1,33,18,51,1122,4.179281017571967,18.042652290798408,0.01871657754010695,547
21,1,36,20,48,1044,3.4981240553087245,17.992068416435778,0.020114942528735632,548
21,0,37,13,50,1444,4.109102185911322,18.229477346652793,0.014542936288088643,549
21,2,29,22,49,784,3.6167179357817183,15.380779602973897,0.026785714285714284,550
21,0,33,10,52,1462,3.8509506899734385,21.421173370253978,0.014363885088919288,551
21,1,34,6,51,1564,4.971388005925062,17.394073201674992,0.013427109974424553,552
21,1,36,6,50,1620,4.44755515828782,18.481455823311542,0.012962962962962963,553
21,0,35,11,51,1476,4.586882132902004,20.4902055347325,0.014227642276422764,554
21,1,34,9,51,1462,4.457343576192925,20.452288234419907,0.014363885088919288,555
21,2,36,12,50,1365,3.923467625711441,18.210112709973696,0.015384615384615385,556
21,1,34,4,51,1632,4.3261922333473235,20.515201107576896,0.012867647058823529,557
21,1,36,4,47,1584,5.091448886527216,21.549495710026697,0.013257575757575758,558
21,1,34,6,45,1360,4.770540506931238,17.826660995766,0.015441176470588236,559
21,0,36,14,51,1406,4.1657328619473635,19.955601114343235,0.014935988620199146,560
21,0,37,8,46,1482,4.589647490608179,17.63037629928842,0.01417004048582996,561
21,2,33,17,45,928,3.243620253004499,16.125734098432588,0.022629310344827586,562
21,1,34,12,49,1292,3.6727913127175236,18.55437275219266,0.016253869969040248,563
21,3,34,17,51,1120,4.27534458167857,17.036159892419548,0.01875,564
21,2,34,20,48,957,4.0044489883749295,18.44388993133352,0.0219435736677116,565
21,2,33,21,44,768,3.9768339377478066,15.24826881758905,0.02734375,566
21,0,34,7,51,1575,5.146564523727316,18.50247986895894,0.013333333333333334,567
21,0,38,6,44,1521,4.991820418769125,21.16937112844037,0.013806706114398421,568
21,0,36,5,48,1628,4.333866621132698,21.730308380172612,0.012899262899262898,569
21,3,29,5,51,1269,3.9022332880601773,17.48628266912832,0.016548463356973995,570
21,0,37,2,49,1824,4.998333736196732,20.582724668558935,0.011513157894736841,571
21,1,36,18,47,1080,4.267825021694178,16.686174256646385,0.019444444444444445,572
21,2,29,8,50,1204,3.913276213880059,18.323805413875498,0.01744186046511628,573
21,0,35,7,47,1476,4.7295481613385375,18.588260923691866,0.014227642276422764,574
21,2,36,9,51,1505,4.603891311794989,18.798681837092673,0.013953488372093023,575
21,1,36,9,43,1260,3.9901129708243155,17.371277765209094,0.016666666666666666,576
21,0,35,6,50,1620,4.9322776105025055,19.85282691531407,0.012962962962962963,577
21,2,37,6,49,1584,4.440920418499033,18.832200624161207,0.013257575757575758,578
21,0,37,9,48,1520,5.43884537314684,20.710052393993962,0.01381578947368421,579
21,2,31,0,46,1410,3.7357305437066013,19.941345723574397,0.014893617021276596,580
21,2,33,9,47,1248,4.243157748524218,17.76795492764119,0.016826923076923076,581
21,1,35,6,51,1610,5.200084636256307,20.230394547544602,0.013043478260869565,582
21,0,36,1,50,1850,4.966271053351015,20.134437887788426,0.011351351351351352,583
21,0,37,4,51,1824,5.0427015327152045,21.164139896456614,0.011513157894736841,584
21,6,33,18,51,952,3.926934933222389,16.41006023626518,0.022058823529411766,585
21,5,37,6,49,1452,3.615778525254867,18.525620907441283,0.014462809917355372,586
21,1,36,9,48,1440,2.7706144163123176,20.47257019583854,0.014583333333333334,587
21,2,34,12,50,1287,3.8416338551038898,18.032238272960313,0.016317016317016316,588
21,0,36,0,49,1850,4.265854028461107,19.34237769490651,0.011351351351351352,589
21,2,35,5,52,1632,3.782654081404812,20.43882985062821,0.012867647058823529,590
21,3,33,6,49,1364,3.491744776437387,18.591489759649445,0.015395894428152493,591
21,4,36,19,51,1089,4.182946613077544,17.691262870752883,0.01928374655647383,592
21,1,37,6,50,1665,5.650445083027312,19.618093341280066,0.012612612612612612,593
21,1,37,10,52,1591,4.294117931459148,18.880694394820235,0.013199245757385292,594
21,6,36,22,46,775,3.473990148069548,15.21522644791818,0.027096774193548386,595
21,3,36,4,50,1598,5.220762758102275,21.012293058667375,0.013141426783479349,596
21,0,36,2,52,1887,5.121224920831739,20.724995174032813,0.011128775834658187,597
21,1,31,14,49,1116,4.868123598966366,17.35778943542698,0.01881720430107527,598
21,0,37,2,49,1824,4.831444465373733,20.24856103718712,0.011513157894736841,599
21,3,32,6,46,1230,3.913541297323315,18.950921100199768,0.01707317073170732,600
21,0,37,16,51,1368,5.612429584014396,17.139403780293826,0.015350877192982455,601
21,3,37,17,42,910,4.269036922703626,16.347764173746675,0.023076923076923078,602
21,5,32,4,49,1288,4.324304731071662,18.876108937660536,0.016304347826086956,603
21,0,36,8,51,1628,4.422096948461301,20.099050330277635,0.012899262899262898,604
21,2,33,17,49,1056,3.972167817444298,16.00571306158318,0.019886363636363636,605
21,1,35,13,51,1365,4.708433409651734,19.114939049685614,0.015384615384615385,606
21,0,35,13,49,1332,4.32362236109334,20.143442504460893,0.015765765765765764,607
21,5,36,12,48,1184,4.47763834822335,17.84478629732589,0.017736486486486486,608
21,6,37,23,50,896,4.544389271097626,16.25988156959192,0.0234375,609
21,3,36,9,50,1428,3.689706478105491,18.49341986194506,0.014705882352941176,610
21,1,29,15,49,1015,3.873866442221356,16.188531724340173,0.020689655172413793,611
21,1,34,10,48,1326,3.8224496521065574,19.48381235576471,0.01583710407239819,612
21,4,36,15,51,1221,3.4849017383898757,18.03800998260807,0.0171990171990172,613
21,6,37,7,49,1376,4.415819506328079,19.022307180858043,0.015261627906976744,614
21,6,33,16,48,924,3.8193212714043017,15.689517548900644,0.022727272727272728,615
21,3,36,6,48,1462,4.988569641812219,17.638000292150835,0.014363885088919288,616
21,1,38,6,49,1672,5.371121089437937,19.877664929998105,0.012559808612440191,617
21,0,37,4,48,1710,4.90292356919096,23.7196442194573,0.012280701754385965,618
21,0,33,0,51,1768,5.275984501979958,20.112276995884553,0.011877828054298642,619
21,4,35,19,47,928,4.494161419008755,16.758478490886088,0.022629310344827586,620
21,0,37,3,49,1786,4.580190835904683,19.131283290894988,0.011758118701007838,621
21,1,38,16,52,1406,4.611262281858184,18.183788354508966,0.014935988620199146,622
21,0,35,4,50,1692,5.163132133143644,20.30487709596727,0.012411347517730497,623
21,4,36,10,52,1419,5.187571128802476,20.083387029451703,0.014799154334038054,624
21,2,35,18,51,1156,4.445684085945631,17.75717307283002,0.018166089965397925,625
21,0,35,3,50,1728,5.285266084610727,20.15156345605757,0.012152777777777778,626
21,1,33,13,51,1287,3.4668520783040813,18.757050058737384,0.016317016317016316,627
21,2,36,6,51,1610,5.0063285602076135,21.360084951765188,0.013043478260869565,628
21,2,35,0,48,1666,4.067821322272107,22.33344572860863,0.012605042016806723,629
21,0,36,2,45,1628,4.331199392693499,17.341125422542653,0.012899262899262898,630
21,1,37,6,47,1554,4.98614112591516,18.872403889706206,0.013513513513513514,631
21,0,37,3,50,1824,5.553141111458369,22.849954314372017,0.011513157894736841,632
21,1,37,18,52,1295,4.256803842492248,19.784502919022405,0.016216216216216217,633
21,0,37,15,46,1216,3.943938723539401,16.596920796112933,0.017269736842105265,634
21,2,34,10,52,1419,4.860547825882562,18.89335643556823,0.014799154334038054,635
21,0,36,11,50,1480,3.662140715387499,20.24396120222076,0.01418918918918919,636
21,0,36,9,48,1480,5.228894653153138,19.18860973614956,0.01418918918918919,637
21,0,34,13,47,1225,4.376121773537314,19.901646948492672,0.017142857142857144,638
21,5,24,6,48,860,3.4597453001407747,16.25110175671247,0.02441860465116279,639
21,2,34,18,49,1056,4.292770264567273,16.918880974432152,0.019886363636363636,640
21,2,36,12,50,1365,4.828244580213787,18.380362335204463,0.015384615384615385,641
21,4,34,16,50,1085,4.778460684227078,16.78541199697642,0.01935483870967742,642
21,0,38,1,43,1677,4.579857589941705,20.097929735072853,0.012522361359570662,643
21,2,33,0,52,1696,4.508460813678916,19.316525454992163,0.012382075471698114,644
21,0,37,13,51,1482,4.751651473402028,18.67355766247139,0.01417004048582996,645
21,0,37,6,52,1786,4.480690418813841,21.62834908865077,0.011758118701007838,646
21,0,31,2,49,1536,4.538943175164851,20.483382484068596,0.013671875,647
21,6,34,3,50,1392,4.586292281040119,17.183281019099475,0.015086206896551725,648
21,0,38,3,51,1911,5.683668985714973,19.254315313156738,0.01098901098901099,649
21,1,36,11,47,1332,4.402388314630415,18.75320415557926,0.015765765765765764,650
21,2,30,10,51,1218,3.968862944201053,17.80116967409492,0.017241379310344827,651
21,3,32,13,49,1110,4.477703022373263,16.16456519453536,0.01891891891891892,652
21,2,31,5,51,1410,4.460482385261883,17.203773671812957,0.014893617021276596,653
21,3,35,0,52,1749,3.4465697894449128,18.031540280693598,0.012006861063464836,654
21,3,29,17,50,918,4.059775987608289,17.146338747566777,0.02287581699346405,655
21,3,37,15,50,1260,3.399838131393415,16.707540115479123,0.016666666666666666,656
21,0,34,3,51,1715,4.9310181282362615,19.357128463646706,0.012244897959183673,657
21,0,34,9,49,1435,3.2592411619968837,20.38222872309882,0.014634146341463415,658
21,4,36,6,51,1518,3.968114514354632,18.734417157141237,0.01383399209486166,659
21,0,33,9,44,1224,3.513414455268765,18.231281578004435,0.01715686274509804,660
21,1,36,4,45,1512,3.9779086332506313,21.564590152074224,0.013888888888888888,661
21,0,37,12,50,1482,4.832059372207274,20.555608104622163,0.01417004048582996,662
21,5,38,6,51,1564,4.784710392446994,21.094903302316798,0.013427109974424553,663
21,0,34,10,51,1470,4.310589796293003,18.127222066391628,0.014285714285714285,664
21,0,36,6,49,1628,4.527983077567572,19.93365108606865,0.012899262899262898,665
21,1,31,9,52,1364,5.3870349002049025,18.28669917009219,0.015395894428152493,666
21,0,34,4,50,1645,4.467543463307689,20.98486068104154,0.01276595744680851,667
21,1,34,13,49,1258,4.481094999823396,17.63750901744084,0.016693163751987282,668
21,5,38,12,49,1292,4.021607475177634,16.804030906145456,0.016253869969040248,669
21,4,34,5,48,1364,4.40167369301192,17.309118912167115,0.015395894428152493,670
21,6,36,14,47,1054,4.104791458145737,16.70478185576944,0.019924098671726755,671
21,0,32,12,51,1320,4.4321219913692556,18.716178653690072,0.015909090909090907,672
21,0,35,19,52,1224,4.16278188503208,17.253207866175607,0.01715686274509804,673
21,4,33,5,48,1320,3.4067262994334335,16.548602051104307,0.015909090909090907,674
21,1,37,14,52,1443,5.0254948728648845,19.44924127018399,0.014553014553014554,675
21,3,37,15,52,1330,3.535849612364589,18.669782699142914,0.015789473684210527,676
21,3,35,13,52,1320,4.037467040398148,17.73198954049021,0.015909090909090907,677
21,0,31,7,51,1440,4.59883439250874,19.158760582386392,0.014583333333333334,678
21,2,32,13,44,992,4.344098938058973,16.41346639501067,0.021169354838709676,679
21,1,37,12,52,1517,4.476822199919436,20.24027712936864,0.013843111404087014,680
21,5,33,11,50,1160,4.4243819086651985,19.104271577756496,0.01810344827586207,681
21,5,37,27,51,825,3.229489364172374,15.92865794421917,0.025454545454545455,682
21,3,30,18,48,868,3.9689920694708767,17.587456191072896,0.024193548387096774,683
21,0,36,5,50,1702,4.343581422380734,21.569150514616602,0.012338425381903642,684
21,2,34,23,48,858,4.1703890105287496,13.88306562953678,0.024475524475524476,685
21,4,37,4,45,1428,4.745028374792993,18.166219442933297,0.014705882352941176,686
21,4,37,5,48,1496,4.947868923273479,19.86281313769595,0.014037433155080214,687
21,0,35,6,52,1692,4.488377598705608,18.917699269307786,0.012411347517730497,688
21,1,35,14,50,1295,4.612490503657613,17.630199595323955,0.016216216216216217,689
21,0,36,14,51,1406,5.432072913599459,18.94395083792436,0.014935988620199146,690
21,1,36,0,46,1692,4.807400117165416,17.87499447175341,0.012411347517730497,691
21,0,37,12,50,1482,4.718186126981943,20.090235684030578,0.01417004048582996,692
21,3,34,17,50,1088,3.94937368433429,16.61336696068721,0.019301470588235295,693
21,5,37,19,51,1089,3.64496061640994,15.68658462217096,0.01928374655647383,694
21,0,36,10,46,1369,4.8632661065650025,19.70839636291671,0.015339663988312637,695
